,0
24922,トムが最後のようだ。
24923,トムは成功しそうですね。
24924,トムはそのレースに勝ったらしい。
24925,５日間雨が続いた。
24926,今日は一日中雨がしとしと降っていた。
24927,トムが私のこと好きみたいなの。
24928,5分もかからなかったよ。
24929,私が正しかったことがわかった。
24930,暗い嵐の夜だった。
24931,それはとても美しい花だった。
24932,それは片思いの恋だった。
24933,それはとても美しい花だった。
24934,公園で遊ぶのはおもしろかった。
24935,パリへ行くことが彼女の望みでした。
24936,それは５０ドルもしませんでした。
24937,彼女が何と言ったのかははっきりしなかった。
24938,昨日はあまり寒くなかった。
24939,一年中いつも同じでした。
24940,それは１万円ぐらいするだろう。
24941,明日はおそらく雪が降るだろう。
24942,もうすぐ梅雨入りだ。
24943,悲しい時には泣けばいい。
24944,悲しい時には泣いていいんだよ。
24945,誰かが亡くなったときは悲しいものだよ。
24946,そろそろ寝る時刻だ。
24947,そろそろ寝る時間だ。
24948,だんだん寒くなってきている。
24949,日増しに涼しくなっていく。
24950,だんだん暖かくなってきました。
24951,日増しに暖かくなっている。
24952,日ごとに暖かくなっている。
24953,やっぱりボストンに帰るとホッとするなあ。
24954,お見送りくださってどうもありがとう。
24955,あなたが間違っているのは明らかです。
24956,今さら謝っても遅いよ。
24957,ここは10月はすごく寒い。
24958,日本人は一日三度の食事をとる 。
24959,見ていてハラハラさせられた。
24960,私がいない間も作業を続けなさい。
24961,テーブルにひじを突くのはやめなさい。
24962,昨日の夜、変な夢を見た。
24963,率直な意見を聞きたい。
24964,私がその事件について説明しよう。
24965,一緒にコンサートに行きませんか。
24966,では、月曜日の午後にお会いしましょう。
24967,放課後にテニスをしましょう。
24968,来週まで延期しましょう。
24969,小さな町の生活は退屈だ。
24970,私の話をよく聞きなさい。
24971,池にいるあの魚たちをごらん。
24972,領収書は必ず保管してください。
24973,メアリーは政治に興味がある。
24974,メアリーは政治に興味を持っている。
24975,メアリーは政治に関心がある。
24976,メアリーは旦那より年上だ。
24977,メアリーは昨夜遅くまで起きていた。
24978,メアリーは昨日の夜遅くまで起きていた。
24979,メアリーは昨日夜更かしをした。
24980,メアリーは先生になりたいと思っている。
24981,メアリーは日焼けサロンに行った。
24982,この本預かってくれない。
24983,そうしないほうがいいんじゃないかな。
24984,来週までにその詩を暗記しなさい。
24985,来週までにこの詩を覚えてきなさい。
24986,母は私に新しい自転車を買ってくれた。
24987,母は頭が古い。
24988,母は毎日うちにいます。
24989,おたふくかぜは伝染病である。
24990,うちの社長は今日とても機嫌がいい。
24991,私の鞄の中には書類がいっぱい入っている。
24992,お兄ちゃんがかわいい人形をくれた。
24993,兄は今オーストラリアにいます。
24994,弟は今オーストラリアにいます。
24995,弟はボストンに住んでいます。
24996,兄はボストンに住んでいます。
24997,兄は今オーストラリアにいます。
24998,弟は俺より強い。
24999,兄貴は俺より強い。
25000,パソコンが起動しなくなりました。
25001,うちの娘は縄跳びが大好きです。
25002,私の犬はよく芝生の上で横になる。
25003,うちの犬はよく草の上に寝そべっている。
25004,私の犬はよく芝生の上に寝そべっている。
25005,疑問が氷解しました！
25006,努力したが何の成果も得られなかった。
25007,僕の努力は何の成果ももたらさなかった。
25008,うちの家族はみな早起きだ。
25009,私の家族はそれほど大家族ではない。
25010,父は壊れたいすを修理した。
25011,父は田舎に住んでいる。
25012,父が私のためにおいしい昼食を作ってくれた。
25013,父が私においしい昼食を作ってくれた。
25014,父は今家にいるかもしれません。
25015,私の足はあなたと比べて小さい。
25016,私の彼女は踊りがうまい。
25017,祖父は非常に健康だ。
25018,祖母もすっかり歳をとった。
25019,私の趣味は音楽を聞くことです。
25020,趣味は音楽鑑賞です。
25021,主人は料理がとても上手です。
25022,私の夫はとても料理が上手です。
25023,母はただただ泣くだけだった。
25024,うちの母はノーと言うに決まっている。
25025,母はダメって言うに決まってる。
25026,母はいつも家にいるわけではない。
25027,母はいい母親ではなかった。
25028,私は両親と暮らしています。
25029,私の両親はいなかに住んでいます。
25030,６時の飛行機なのです。
25031,私の部屋は４階にあります。
25032,食べ物を飲み込むとのどが痛みます。
25033,おじは学校の近くに住んでいる。
25034,昨日、私の財布が盗まれた。
25035,あなたも私も間違ってはいない。
25036,来年の春は卒業したいなあ。
25037,トムには絶対に言うなよ。
25038,トムには絶対内緒だよ。
25039,誰もそれについて話したがらなかった。
25040,彼がどこへ行ってしまったのか誰も知らない。
25041,誰もそれについて話したがらなかった。
25042,今や彼には何の生きがいもない。
25043,ついに正体をあらわしたな。
25044,まあまあ、そう怒らないでくださいな。
25045,カラーフィルムを一本ください。
25046,君だけが質問に答えた。
25047,我が社の本拠地は東京である。
25048,パンダは竹林にすんでいます。
25049,お話中失礼します。
25050,パリはフランスの首都だ。
25051,パスタには炭水化物が多く含まれている。
25052,パスタは炭水化物の含有量が多い。
25053,人々は彼女が死んだものだと思った。
25054,物理は私の好きな科目だ。
25055,テニスをするのはとても面白い。
25056,テニスをするのはたいへん楽しい。
25057,火遊びは危ないよ。
25058,名簿に私の名前も追加してください。
25059,明日会いに来てください。
25060,それらの本は触らないでね。
25061,コーヒーください。
25062,私に1杯コーヒーをください。
25063,ミルクを一杯下さい。
25064,牛乳を一杯ください。
25065,ミルクを一杯ください。
25066,トムに私にそうするよう言ってください。
25067,それは誰か他の人にやらせて下さい。
25068,私が家を掃除するのを手伝ってください。
25069,彼によろしくお伝えください。
25070,速達で送ってください。
25071,もっと大きな声で話しなさい。
25072,もっと大きい声で言ってください。
25073,この住所まで、行ってください。
25074,テレビを消して下さい。
25075,このあたりでちょっと待っていてください。
25076,彼の言う事を書き留めてください。
25077,世論は変わり始めた。
25078,必要な物品を急いで購入しなさい。
25079,ためになるような本を読みなさい。
25080,読書が彼のおもな楽しみだ。
25081,シャツを脱いで横になってください。
25082,稲作は雨の多い地域で行われている。
25083,私に用があるときはベルを鳴らして下さい。
25084,かばんをお持ちしましょうか。
25085,彼女は悲しみに暮れた。
25086,彼女は私をうそつきだと非難した。
25087,彼女は、私が嘘つきだと責めた。
25088,彼女は女優になることを志した。
25089,彼女はわたしにどこへ行こうとしているのか尋ねた。
25090,彼女は私たちにいくつか質問をした。
25091,彼女は夕食後眠くなった。
25092,彼女は子供におもちゃを買ってやりました。
25093,彼女は自分の子供におもちゃを買ってあげた。
25094,彼女は私にお茶を一杯持って来ました。
25095,彼女は私にお茶を一杯持ってきてくれました。
25096,彼女はカナダから私に会いに来た。
25097,彼女は屋根から下りた。
25098,彼女は車で学校に来る。
25099,彼女は結局、電話してこなかった。
25100,彼女はある王子と恋に落ちた。
25101,彼女は庭でボールを見つけた。
25102,彼女は快く私の願いを聞いてくれた。
25103,彼女は二つ返事で私の願いを聞き入れてくれた。
25104,彼女は性格が明るい。
25105,彼女の性格は明るい。
25106,彼女は明るい性格です。
25107,彼女は性格が明るい。
25108,彼女の性格は明るい。
25109,彼女は明るい性格です。
25110,彼女は澄んだ声をしている。
25111,彼女は穏やかで澄んだ声をしている。
25112,彼女は近頃太ってきた。
25113,彼女は私の手にしっかりとしがみ付いた。
25114,彼女はデザイナーになりたがっている。
25115,彼女はすばらしい美しさを持った女性です。
25116,彼女はきっと驚く。
25117,朝食の用意をしているところです。
25118,彼女は夜遅くまで起きているのに慣れている。
25119,彼女はいわゆる天才だ。
25120,彼女はその仕事に不向きだ。
25121,彼女はラッセルスクエア５６番地に住んでいた。
25122,彼女はそこに何年も暮らした。
25123,彼女はその着物を着ると変に見える。
25124,その服を着た彼女はおかしく見える。
25125,彼女は明日ここへ来ないかもしれない。
25126,彼女は昔羽振りが良かったに違いない。
25127,彼女は、自分と結婚するよう、彼を説得した。
25128,彼女は、自分と結婚するよう、彼を説き伏せた。
25129,彼女はきれいな石を拾い集めた。
25130,彼女は、もっと働くよう、彼を促した。
25131,彼女は彼が誰だかすぐに分かった。
25132,彼女は彼に秘密を打ち明けた。
25133,彼女は風邪気味だと言った。
25134,それは本当かも知れないと彼女は言った。
25135,彼女は、バスで彼の隣に座った。
25136,彼女は彼の遅刻を叱った。
25137,彼女は手紙を航空便で送った。
25138,彼女は手紙をエアメールで送った。
25139,彼女は手紙をエアメールした。
25140,彼女は夫のそばにぴったり寄り添っていた。
25141,彼女はゆっくりとドアの取っ手をまわしました。
25142,彼女はゆっくりとドアノブを回した。
25143,昔はとても内気な女の子だったからね。
25144,彼女は以前、とても恥ずかしがり屋の女の子だった。
25145,彼女は何時間も待った。
25146,彼女は教師になりたかった。
25147,彼女はせっせと編み物に精を出していた。
25148,彼女は父親にぴったりとしがみついていた。
25149,彼女は階段を降りてきていた。
25150,彼女は涙を流しながら答えました。
25151,彼女は散歩したい気分だった。
25152,彼女は彼に話しかけようともしなかった。
25153,彼女がこんなにおびえたことは１度もなかった。
25154,彼女は私と同じくらいの年齢です。
25155,彼女は私たちから真実を隠している。
25156,彼女は、早起きにはなれている。
25157,帰りは私が運転しようか？
25158,喫煙はあなたの肺をボロボロにする。
25159,喫煙は健康に悪いよ。
25160,喫煙は絶対禁止。
25161,いくつかのりんごは木になったまま腐った。
25162,だれかが、それをそこに忘れていったのにちがいありません。
25163,またいつか風のように走るんだ。
25164,誰かがドアをたたいている。
25165,何かおかしなことが起こってる。
25166,待たせてごめん。
25167,スペイン語が彼女の母語です。
25168,仕事探しを先延ばしにするのはやめなさい。
25169,イチゴは今が旬です。
25170,その様なことはしょっちゅう起こる。
25171,硫黄は青い炎を上げて燃える。
25172,硫黄はマッチを作るのに使われる。
25173,おそらくトムは良いコックだ。
25174,食後にこの薬を服用しなさい。
25175,この薬を食後に服みなさい。
25176,トムの助けは必要ないと彼に伝えて。
25177,彼がどこに住んでいるか正確に教えてください。
25178,説明してくれてありがとう。
25179,今夜は来てくれてありがとう。
25180,説明してくれてありがとう。
25181,その工場は玩具を製造している。
25182,その女の子は木登りが大好きだった。
25183,その女の子は母親に似ている。
25184,無関係です。
25185,その男性は、彼の名前はトムだと言いました。
25186,そのシャツは私には大きい。
25187,あれは僕のお気に入りのフランス語です。
25188,これは私の個人的な意見です。
25189,それは私たちの最優先事項です。
25190,それが一番大事な部分です。
25191,それが最優先事項です。
25192,そういうこともありますよ。
25193,ジョーカーはオールマイティーでいいよね？
25194,その軍隊は十分な武器を持っていた。
25195,軍隊は武器でいっぱいでした。
25196,３と４と５の平均は４です。
25197,このベッドはとても場所を取る。
25198,屋根の上にいる鳥はからすです。
25199,その本は1689年に出版された。
25200,社長は僕たち全員に一日休みをくれた。
25201,猫は枝の間に隠れた。
25202,子供たちは既に疲れています。
25203,コーラを飲んだら舌がぴりぴりした。
25204,物価が上がった。
25205,運転手は車のスピードを上げた。
25206,ドライバーは車を加速させた。
25207,彼が死んだ夜は嵐だった。
25208,その家族は一緒に夕食を食べた。
25209,１０軒の家がその火事で焼失した。
25210,１時間目は８時半に始まります。
25211,１学期は４月から始まる。
25212,その家は修理が必要だ。
25213,家を修繕しなくてはならない。
25214,その家はひどい建てつけだった。
25215,その調査は進行中です。
25216,その法律には曖昧な点が多い。
25217,その男は町から逃亡した。
25218,ネズミがパンをかじった。
25219,秋は月がきれいだ。
25220,夕べは月が輝いて明るかった。
25221,昨夜の月は明るかった。
25222,くぎが壁を突きぬけた。
25223,そのニュースは日本中に広まった。
25224,その看護婦は病人の世話をした。
25225,老人がとぼとぼ歩いていた。
25226,痛みが少し治まりました。
25227,宮殿は物々しい警戒ぶりだった。
25228,その公園には、リスがいっぱいいました。
25229,パーティーは５月２２日に行われた。
25230,飛行機は離陸間際だ。
25231,要は、彼らがあまりに若すぎるということです。
25232,その問題はまだ解決されていない。
25233,問題は誰がそれをするかという事です。
25234,うさぎは木の後ろに隠れた。
25235,結果だけが重要だ。
25236,部屋は散らかり放題だった。
25237,その学校はまるで刑務所のように見える。
25238,海はますます荒れてきた。
25239,二学期は終わった。
25240,空はますます暗くなった。
25241,講演者は咳払いをした。
25242,嵐がしだいにおさまってきた。
25243,嵐が雨戸をがたがたとならした。
25244,流れは池に注いでいる。
25245,生徒たちは順番に答えを言った。
25246,生徒たちは順に答えていった。
25247,太陽が地平線の下に沈んだ。
25248,太陽が水平線の下に沈んだ。
25249,日が沈んだので、彼らは仕事をやめた。
25250,時刻表が改訂された。
25251,タオルは全く役に立たなかった。
25252,タオルは全く役に立たなかった。
25253,その塔は倒れそうだ。
25254,その町には狭い小路が多い。
25255,その町にはたくさんの狭い路地がある。
25256,その町には列車で行ける。
25257,その２チームは激しく戦った。
25258,彼が割った花瓶は私の叔母のものです。
25259,涼しくなってきた。
25260,世の中物騒になっているのよ。
25261,彼らの家は改装中です。
25262,彼らの結婚式は明日行われます。
25263,コーヒーにもいろいろある。
25264,ロンドンには公園がたくさんある。
25265,メキシコにはたくさんのスラムがある
25266,雲ひとつない空だ。
25267,一週間は七日です。
25268,1週間は、7日です。
25269,裏には裏がある。
25270,何事にも限度というものがある。
25271,窓が左手にあります。
25272,テーブルの上にリンゴがあります。
25273,火のないところに煙は立たぬ。
25274,空には雲ひとつありません。
25275,部屋に誰もいない。
25276,昔ここに橋があった。
25277,かつてはここに橋があった。
25278,昔、ここには橋がかかっていた。
25279,以前ここに教会がありました。
25280,かつてはここに教会がありました。
25281,庭には誰もいなかった。
25282,ベッドの下にモンスターがいる。
25283,いつも誰かが喋っている。
25284,緊急事態だ。
25285,テーブルの上にオレンジがある。
25286,空には雲ひとつありません。
25287,髪に何かついてるよ。
25288,何か奇妙なことが起こりつつある。
25289,やるべきことがまだたくさん残っている。
25290,これらは長袖です。
25291,これらの規則は詳細があまりはっきりしていない。
25292,この靴は少し緩い。
25293,あの人達は都会の生活にあこがれている。
25294,彼らは魚と肉を売っている。
25295,彼らはそれが本当だと言い張った。
25296,彼らは私の顔に水をぶっかけた。
25297,彼らはワインを２本飲んだ。
25298,彼らは討論を始めた。
25299,彼らは一連の音楽会を開催した。
25300,彼らは石油を掘り当てる思惑だった。
25301,彼らは一時間前にこの町を去った。
25302,彼らは一時間前に町を去った。
25303,彼らは一時間前にその町を去った。
25304,彼らには、どこか似たところがある。
25305,彼らは事故に遭ったに違いない。
25306,彼らはよく私の家にひょっこり立ち寄る。
25307,彼女は料理が上手だそうだ。
25308,あの人たちは私のことをおばあちゃんだと言う。
25309,彼はまだ生きているそうだ。
25310,彼らはただちに医者を呼びにやった。
25311,彼らは次々と出発した。
25312,彼らは音楽に合わせて踊っていました。
25313,彼らはそのころ小学生でした。
25314,この爆弾はたくさんの人を殺すことができる。
25315,この建物は石で出来ている。
25316,このバスは50人乗りです。
25317,この辞書はまったく役に立たない。
25318,これは若者向きの車です。
25319,これは私の妹を撮った写真です。
25320,これは驚くべき発見だ。
25321,これはとても重要なポイントです。
25322,これは私の傘よ。トムのじゃない。
25323,これは何か私がやるべきことだ。
25324,この生地は引っ張るとすぐ伸びる。
25325,この牛乳は変な味がする。
25326,この紙はインクを吸わない。
25327,この部屋はそう大きくはない。
25328,このテーブルは良質のオーク材でできている。
25329,この単語には二重の意味があります。
25330,この言葉は一般的には使われていない。
25331,３人の子供がソファーに座った。
25332,３人が依然行方不明です。
25333,トムは私にいつもフランス語で話す。
25334,トムと私はフランス語の勉強がしたい。
25335,トムとメアリーは大の仲良しです。
25336,トムとメアリーはチェスをしている。
25337,トムとメアリーはまだ夫婦です。
25338,トムとメアリーは二人ともフランス語を勉強している。
25339,トムとメアリーはオーストラリアに住んでいます。
25340,トムはメアリーにジョンの子守をするようにお願いした。
25341,トムは幽霊の存在を信じている。
25342,トムはメアリーにチョコレートを買ってあげた。
25343,トムはとても安いカメラを買った。
25344,トムは窓から入ってきた。
25345,トムはフランスの歌を何曲か歌える。
25346,トムはフランス語がとても上手い。
25347,トムはメアリーを見る勇気がない。
25348,トムは実にいい声をしている。
25349,トムは紐の梯子を上った。
25350,トムはクラクションを鳴らし続けた。
25351,トムは怒りをコントロールできなかった。
25352,トムは怒りを抑えることができなかった。
25353,トムはフランス語を上手く話せなかった。
25354,トムのものは全て彼が手に入れて当然のものだった。
25355,トムは質問に答えなかった。
25356,トムはそのやり方が分からなかった。
25357,トムはメアリーが出発したことに気づかなかった。
25358,トムはメアリーがどこに行ったか言わなかった。
25359,トムは1年半前に亡くなりました。
25360,トムは去年の夏にボストンで死んだ。
25361,トムはメアリーを助けようとして命を落とした。
25362,トムは自分のうちではビールを飲まない。
25363,トムは僕がどれだけ裕福か知らない。
25364,トムは一人でやるのが嫌いだ。
25365,トムはフランス語をあまり喋らない。
25366,トムってあまり喋らないでしょ。
25367,トムはメアリーに行ってほしくない。
25368,トムは刑務所に行きたくない。
25369,トムは高校を中退した。
25370,トムはメアリーの車でボストンへ行った。
25371,トムはメアリーに自分の電話番号を教えた。
25372,トムはバイクで会社に通っている。
25373,トムはパイを少しもらった。
25374,トムが優勝したんでしょう。
25375,トムは3時に駅に着いた。
25376,トムはボストンに戻らなければならなかった。
25377,トムはめったに質問をしない。
25378,トムは二部屋の家をもっている。
25379,トムは集中力がない。
25380,トムはメアリーの罠にはまった。
25381,トムはメアリーの罠に落ちた。
25382,トムはメアリーの罠に掛かった。
25383,トムはメアリーの罠にひっかかった。
25384,トムはじっと立っているのが苦手だ。
25385,トムはメアリーより3歳年上だ。
25386,トムは扱いにくい男だ。
25387,トムはボストンのジャズシンガーだ。
25388,トムはすでにフランス語を勉強している。
25389,トムは今夕食を作るのに忙しい。
25390,トムは私の真正面に立っている。
25391,トムは善意にあふれている。
25392,トムは準備できてるんだよね？
25393,トムは君の助けが必要だろう。
25394,トムはフランス語が上手い。
25395,トムはフランス語を教えるのがお上手です。
25396,トムは銃規制に賛成だ。
25397,トムは上半身裸だ。
25398,トムは車を運転できない。
25399,トムはジョンと仲がよい。
25400,トムはメアリーと仲がいい。
25401,トムはメアリーのご近所さんだ。
25402,トムはメアリーとトランプをしている。
25403,トムの歳はメアリーの歳とおなじ。
25404,いつもはトムは正しい、そうじゃないかい？
25405,トムはフランス語を話すことができない
25406,トムは見かけほど若くない。
25407,トムはメアリーのお腹を蹴った。
25408,トムはメアリーの新しい髪型が気に入った。
25409,トムは砂糖抜きのコーヒーが好きです。
25410,トムは一人旅が好きだ。
25411,トムは大きな家で一人暮らしをしている。
25412,トムは信用を失った。
25413,メアリーよりトムのほうが稼ぎがいい。
25414,トムは砂糖を塩と間違えました。
25415,トムは一人で釣りに出かけたのにちがいない。
25416,トムは決して、自分の子どもの話をしない。
25417,トムは決して自分の仕事の話をしない。
25418,トムは床の上に血が付いているのに気付いた。
25419,トムは家ではフランス語しか話さない
25420,トムは財布を机に置いた。
25421,私は死んだものと思ったって、トム言ってた。
25422,トムは煙草をやめると言った。
25423,トムは明日手伝ってくれるって言ったよ。
25424,トムは私の髪が好きだと言った。
25425,トムは、それをやったことを後悔していると言う。
25426,トムはその方法を知っているようだった。
25427,トムはすごくやる気になったようだ。
25428,トムはメアリーの手紙を私に見せた。
25429,トムは新しい一輪車を見せてくれた。
25430,トムはゆっくりとメアリーの方へ歩いていった。
25431,トムは独り言を言い始めた。
25432,トムはメアリーと同じように上手に泳げます。
25433,トムは昨日、メアリーと話した。
25434,トムは子供たちにフランス語を教えている。
25435,トムは罠かもしれないと思った。
25436,本当に忙しいんだ、とトムは私に言った。
25437,トムは本当に忙しいって言ってたよ。
25438,トムはよくボストンに行った。
25439,トムはグループから歩いて離れて行った。
25440,トムは2013年にボストンで生まれた。
25441,トムは首になった。
25442,トムはテーブルの下に隠れていました。
25443,トムは経済的に困難な状況だった。
25444,トムは警察で拷問を受けた。
25445,トムはいい目撃者ではなかった。
25446,トムは私を見ても驚かなかった。
25447,トムは、リスが遊ぶのを見ていた。
25448,トムは黒い眼鏡をかけている。
25449,トムはドッグフードを買いに行きました。
25450,トムは金のためなら何でもする。
25451,トムは夜遅くまで仕事をしていた。
25452,トムならそのコンサートが気に入っただろうに。
25453,トムのフランス語はほぼ完璧だ。
25454,トムの犬はとても訓練されている。
25455,トムの書斎は裏庭に面している。
25456,トムとジョンって兄弟なの？
25457,船頭多くして船、山に登る。
25458,町は村よりも大きい。
25459,連日交通事故が起きる。
25460,列車はダイヤどおりに動いている。
25461,きっぱりと彼の頼みを断りなさい。
25462,２パイントは１クオートと等しい。
25463,２つの問題が未解決のままであった。
25464,２粒の涙が彼女のほおを流れ落ちた。
25465,他人が悪い事をしているからといって自分もそうしてよいということにはならない。
25466,２人なら仲間、３人は人込み。
25467,う～ん、どっか勘違いしてるかな？
25468,残念ながらその通りです。
25469,２ブロック先まで歩き、左へ曲がりなさい。
25470,彼女はレポートを書くことができましたか。
25471,その仕事は彼だけによってなされましたか。
25472,水は生命に必要不可欠です。
25473,私達は彼らに早く出発するように忠告した。
25474,私たちは太平洋の上空を飛んでいます。
25475,私たちは明日出発するつもりです。
25476,あちらに富士山が見えます。
25477,むこうに教会が見えます。
25478,今夜は星が少しも見えない。
25479,彼の話をうのみにすることはできなかった。
25480,我々はその計画について彼と話し合った。
25481,ついに私たちは湖に着いた。
25482,私達が持っているものを全て彼らにあげました。
25483,去年は雨が多かった。
25484,去年は雨がたくさん降った。
25485,去年は雪が多かった。
25486,きのうは何人かのお客があった。
25487,３時間待たなければいけなかった。
25488,当店にはいろいろな種類の本がございます。
25489,当店では様々な本を取りそろえております。
25490,トムを医者に連れて行かなきゃ。
25491,今駅に着いたわ。
25492,僕らは大きな図書館のそばに住んでいる。
25493,私たちは朝食にパンケーキを作った。
25494,私達は彼をアメリカ人だと思った。
25495,去年の秋、私たちはニューヨークに引っ越した。
25496,私たちは去年の秋に、ニューヨークへ引っ越しました。
25497,毎日日記をつけなければならない。
25498,それを開ける道具が必要です。
25499,日本ではしばしば魚を生で食べる。
25500,私たちはあの山に登るつもりです。
25501,私たちは会場の後ろに座った。
25502,食事代を割り勘にした。
25503,私達はもっと注意すべきだった。
25504,私たちは彼の順番をわざと飛ばした。
25505,僕らは休日をボストンで過ごした。
25506,話は多岐にわたった。
25507,私たちはトムが困った状況に陥っているかもしれないと思っている。
25508,我々は交代で運転した。
25509,我々は飛行機でメキシコへ旅行した。
25510,私たちは子供がたくさんほしい。
25511,我々はあやうく凍死するところだった。
25512,私たちは危うく凍え死ぬところだった。
25513,私達は雨がやんだら行く。
25514,この件については明日、話し合いましょう。
25515,私たちは、今日はどこにも行かない。
25516,私たちは同情は欲しくありません。
25517,私たちはそれでとても満足しています。
25518,僕らは2時半に会うことになっている。
25519,急いでいるんですけど。
25520,このことについてはもう、前に話し合ったよね。
25521,まあ、トムは正しいと思うよ。
25522,ＯＳとブラウザは？
25523,トムの本当の目的は何だろう？
25524,みんな、何の話をしてるの？
25525,みんな何の話してるの？
25526,今日は何をするつもりですか。
25527,彼女はその店で何を買いましたか。
25528,彼女はその店で何を買ったの？
25529,去年のクリスマスは何してた？
25530,朝食は何を食べたの。
25531,朝食に何を食べましたか。
25532,朝食に何をとりましたか。
25533,朝食は何を食べましたか。
25534,クリスマスプレゼント何もらった？
25535,お名前は何とおっしゃいましたか。
25536,トムと何の話をしたの？
25537,CIAについて何を知っていますか。
25538,君はなぜこの金が必要なんだ。
25539,この計画についてどうお考えですか。
25540,何を考えてんだ？
25541,クリスマスプレゼント何が欲しい？
25542,朝食に何を食べたいですか。
25543,朝ご飯は何がいい？
25544,トムに何を聞いたらいい？
25545,違いはいったい何ですか?
25546,彼の言ったことは全く真実ではなかった。
25547,この家の広さはどのくらいありますか。
25548,あれは何という川ですか。
25549,この川は何というのですか。
25550,どんな本を買ったの？
25551,あなたはどんなジャンルの本が好きですか?
25552,彼はどんな仕事にむいているのですか。
25553,どんな音楽が好きですか？
25554,なんで考えを変えたの？
25555,おすすめの薬は何ですか。
25556,キリンってなんて鳴くんだろう？
25557,映画は何時に始まりますか。
25558,大学時代の専攻は何でしたか？
25559,ボストンで今何が起こっているの？
25560,このラジオはいくらですか。
25561,最悪のシナリオは何ですか?
25562,一番好きなジャンクフードは何ですか?
25563,好きな野菜は何ですか？
25564,それについてのあなたの意見は何ですか?
25565,いつご飯食べるの？お腹空いたよ。
25566,トムってメアリーといつから付き合い始めたの？
25567,このビルをご購入されたのはいつ頃ですか？
25568,釣りのシーズンはいつ始まりますか？
25569,終電は何時ですか？
25570,郵便局の営業時間は何時からですか？
25571,いつ仕事が終わりますか。
25572,ライオンとトラはどこ？
25573,どこで荷物を受け取るのですか。
25574,電話はどこでできる？
25575,お昼いつもどこで食べてるの？
25576,最寄りの電話はどこですか。
25577,たとえあなたがどこへ行こうとも、私はついていきます。
25578,ピザにはどのチーズが1番合いますか？
25579,彼女はどちらを選んだと思いますか。
25580,あなたがたのうちどちらが先にやってみますか。
25581,このギターは誰のですか？
25582,誰が王位を継ぐのですか。
25583,誰がその赤ちゃんの世話をしますか。
25584,誰がこの赤ちゃんを世話してくれるの。
25585,あなたのお気に入りのスーパーヒーローは誰ですか。
25586,なんでそんなに料理上手いの？
25587,どうして俺は彼らのように歌うことが出来ないんだ。
25588,なんで僕らは今日テニスできないの？
25589,なんでトムは私と話をしたかったんだろう？
25590,なんでもっと早く言ってくれなかったの？
25591,なぜ公衆電話を使わなかったのですか。
25592,なぜ残業しないといけないのですか。
25593,なぜ人々は映画を見に行くのか？
25594,なんで毎日ここに来るの？
25595,なんでそんなにトムのこと嫌いなの？
25596,どうしてそんなにボストンが好きなの？
25597,なぜあなたは医者になりたいのですか。
25598,なぜ今日出発したいのですか。
25599,なんでトムは学校に行くの？
25600,なんでトムは帽子をかぶるのが好きなの？
25601,なんでトムはここで働くのが好きなの？
25602,弁護士と相談したらどうですか。
25603,なんで僕の変わりに行かなかったの？
25604,ここらで一服してはいかがですか？
25605,僕に話してみなよ。
25606,彼は今夜来るでしょうか。
25607,荷物に気をつけて下さい。
25608,ネクタイを選んでくれませんか？
25609,タクシーを呼んでくれませんか。
25610,しばらくここにいてもらえますか。
25611,小切手は使えますか。
25612,ウインドウズ９５がまたしても壊れてくれたのです。
25613,食事にいらしゃいませんか。
25614,何か食べたい？
25615,パンのお代わりはいかがですか？
25616,もう一度、やってみたいですか？
25617,「友情」という題で作文を書きなさい。
25618,うん。十分に注意しなければいけないな。
25619,部屋を出てはいけません。
25620,整備士ではないんですね？
25621,君は車の運転ができますよね。
25622,何が欲しいか、トムに伝えたらいい。
25623,欲しいものがあるなら、トムに言えばいい。
25624,どんな仕事でも、あいつに任せておけば安心だ。
25625,一日中閉じこもってるつもり？
25626,返事今日じゃなくてもいいからね。
25627,言い訳しなくてもいいですよ。
25628,あなたはそんな大声で話す必要はない。
25629,私のこと、そんなに好きじゃないんでしょ？
25630,何も恥ずかしがる必要はありません。
25631,3台の車を持っているんだよね？
25632,あなたはお母さんにそっくりね。
25633,すごく顔色が悪いよ！大丈夫？
25634,もし帰宅したければ帰ってよい。
25635,帰りたいなら帰っても構いません。
25636,好きなもの取っていいよ。
25637,好きなのを持って行っていいよ。
25638,僕の車いつでも使っていいよ。
25639,本当に泳げないの？
25640,１０時までにもどらねばならない。
25641,手はきれいにしておかなければなりませんよ。
25642,手は清潔にしておきなさい。
25643,勉強は一生し続けなければならないものだ。
25644,人生ずっと勉強。
25645,利己的な行動をするべきではない。
25646,常にベストを尽くしなさい。
25647,もっと野菜を食べた方がいいよ。
25648,君はそれを秘密にしておかなきゃいけなかったのに。
25649,私の言う事を聞くべきだったのに。
25650,私を甘く見るな。
25651,お前達二人はどうしようもないばかだな。
25652,あなたは正しくて、私が間違っていました。
25653,あなたはトムの部下だったでしょう。
25654,かけ引きがお上手ですね。
25655,すぐに寝たほうがいい。
25656,近いうちにこちらから連絡します。
25657,いつか私のことは忘れちゃうわ。
25658,整備士ではないんですね？
25659,君はここの学生ですらないじゃないか。
25660,すっごく背が高いね!
25661,君の英語は上達したね
25662,君のめがねが床に落ちたよ。
25663,君の提案は少し過激だ。
25664,「ケーキはお好きですか」「はい、好きです」
